Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
14499,10,4,1293.3500000000001,5,4,4,13,Champions,0
14505,40,11,6019.65,3,5,5,13,Loyal Customers,2
14506,5,3,1256.6000000000001,5,3,4,12,Loyal Customers,3
14507,14,5,1848.8600000000001,5,4,5,14,Champions,2
14508,12,3,554.87,5,3,3,11,Loyal Customers,3
14509,170,1,110.95,2,1,1,4,Hibernating,1
14510,11,3,897.53,5,3,4,12,Loyal Customers,3
14512,19,5,837.01,4,4,3,11,Loyal Customers,0
14513,204,1,251.3,1,1,2,4,Lost,1
14514,72,6,3269.84,2,5,5,12,At Risk,0
14515,23,6,1462.17,4,5,4,13,Champions,0
14516,152,1,151.17,2,1,1,4,Hibernating,1
14519,319,2,203.14,1,3,1,5,At Risk,1
14521,127,1,199.45000000000002,2,1,1,4,Hibernating,1
14522,231,4,596.76,1,4,3,8,At Risk,0
14524,45,4,1066.03,3,4,4,11,Loyal Customers,0
14525,64,8,2326.48,3,5,5,13,Loyal Customers,0
14526,25,1,258.65,4,1,2,7,New Customers,3
14527,1,69,19257.08,5,5,5,15,Champions,2
14530,32,10,3166.28,4,5,5,14,Champions,2
14531,115,1,376.34,2,1,2,5,Hibernating,1
14532,47,7,2912.93,3,5,5,13,Loyal Customers,0
14533,43,3,731.81,3,3,3,9,Loyal Customers,0
14534,33,8,1790.3600000000001,4,5,4,13,Champions,0
14535,31,6,3118.39,4,5,5,14,Champions,0
14537,259,1,285.84,1,1,2,4,Lost,1
14538,166,3,982.59,2,3,4,9,At Risk,0
14540,15,8,2593.78,5,5,5,15,Champions,2
14541,52,6,1038.03,3,5,4,12,Loyal Customers,0
14543,16,23,8604.64,4,5,5,14,Champions,2
14544,106,1,752.3100000000001,2,1,3,6,Cant Lose Them,1
14545,310,1,349.25,1,1,2,4,Lost,1
14546,12,6,2610.91,5,5,5,15,Champions,2
14548,206,6,1072.49,1,5,4,10,At Risk,0
14549,56,3,624.36,3,3,3,9,Loyal Customers,0
14550,24,2,566.69,4,3,3,10,Loyal Customers,3
14551,47,5,569.36,3,4,3,10,Loyal Customers,0
14552,16,2,343.71,4,3,2,9,Loyal Customers,3
14553,47,4,959.3299999999999,3,4,4,11,Loyal Customers,0
14555,17,4,1950.69,4,4,5,13,Champions,0
14556,232,3,815.69,1,3,3,7,At Risk,0
14558,290,3,655.5,1,3,3,7,At Risk,0
14559,26,1,75.6,4,1,1,6,New Customers,3
14560,15,21,2784.2599999999998,5,5,5,15,Champions,2
14562,26,8,1631.38,4,5,4,13,Champions,2
14563,145,2,620.38,2,3,3,8,At Risk,1
14564,70,2,2524.02,3,3,5,11,Loyal Customers,0
14565,109,1,760.1,2,1,3,6,Cant Lose Them,1
14568,71,1,878.9,3,1,4,8,Potential Loyalists,3
14569,88,3,369.94,2,3,2,7,At Risk,0
14570,79,1,220.64,2,1,1,4,Hibernating,1
14571,61,1,160.0,3,1,1,5,Potential Loyalists,1
14572,53,4,2650.52,3,4,5,12,Loyal Customers,0
14573,8,5,925.3,5,4,4,13,Champions,2
14574,368,1,143.70000000000002,1,1,1,3,Lost,1
14575,124,1,420.22,2,1,2,5,Hibernating,1
14576,8,1,35.400000000000006,5,1,1,7,New Customers,3
14577,30,3,504.44,4,3,3,10,Loyal Customers,3
14579,68,1,105.56,3,1,1,5,Potential Loyalists,1
14580,154,1,14.85,2,1,1,4,Hibernating,1
14581,180,1,271.05,1,1,2,4,Lost,1
14583,19,3,673.33,4,3,3,10,Loyal Customers,3
14584,57,4,705.1,3,4,3,10,Loyal Customers,0
14585,18,4,551.82,4,4,3,11,Loyal Customers,3
14588,214,1,135.39,1,1,1,3,Lost,1
14589,7,1,39.75,5,1,1,7,New Customers,3
14590,60,20,2872.41,3,5,5,13,Loyal Customers,2
14593,33,9,3048.38,4,5,5,14,Champions,2
14594,9,1,255.0,5,1,2,8,New Customers,3
14595,89,2,423.85,2,3,2,7,At Risk,1
14596,262,1,222.22,1,1,1,3,Lost,1
14597,15,4,513.67,5,4,3,12,Loyal Customers,3
14598,205,1,162.07,1,1,1,3,Lost,1
14599,26,2,457.89,4,3,3,10,Loyal Customers,3
14600,29,1,471.84,4,1,3,8,New Customers,3
14602,292,1,205.35999999999999,1,1,1,3,Lost,1
14604,269,1,143.85999999999999,1,1,1,3,Lost,1
14605,10,4,921.5600000000001,5,4,4,13,Champions,3
14606,2,102,17913.24,5,5,5,15,Champions,2
14607,173,6,3854.71,2,5,5,12,At Risk,0
14608,15,6,975.95,5,5,4,14,Champions,0
14609,157,2,35.64,2,3,1,6,At Risk,1
14610,31,2,24.35,4,3,1,8,Loyal Customers,1
14611,79,2,590.41,2,3,3,8,At Risk,0
14612,51,1,877.7,3,1,4,8,Potential Loyalists,3
14614,22,1,295.13,4,1,2,7,New Customers,3
14615,30,5,951.76,4,4,4,12,Champions,0
14616,21,1,79.2,4,1,1,6,New Customers,3
14617,38,2,190.47,3,3,1,7,Loyal Customers,3
14618,12,4,650.16,5,4,3,12,Loyal Customers,3
14619,177,1,896.8,2,1,4,7,Cant Lose Them,1
14621,147,4,1212.21,2,4,4,10,At Risk,0
14623,16,5,1070.28,4,4,4,12,Champions,0
14624,51,4,574.3,3,4,3,10,Loyal Customers,0
14625,10,9,3530.9300000000003,5,5,5,15,Champions,2
14626,31,7,2282.83,4,5,5,14,Champions,0
14627,15,1,462.75,5,1,3,9,New Customers,3
14628,78,3,1326.04,2,3,4,9,At Risk,0
14630,120,1,338.65,2,1,2,5,Hibernating,1
14631,22,3,990.99,4,3,4,11,Loyal Customers,0
14634,73,3,1820.74,2,3,4,9,At Risk,0
14635,89,1,215.22,2,1,1,4,Hibernating,1
14637,313,1,106.68,1,1,1,3,Lost,1
14639,44,3,1994.47,3,3,5,11,Loyal Customers,0
14640,45,4,1541.98,3,4,4,11,Loyal Customers,0
14643,253,3,908.8,1,3,4,8,At Risk,0
14644,50,5,1396.8,3,4,4,11,Loyal Customers,0
14645,270,1,279.8,1,1,2,4,Lost,1
14646,10,64,29696.54,5,5,5,15,Champions,2
14647,159,1,270.0,2,1,2,5,Hibernating,1
14648,52,15,4219.93,3,5,5,13,Loyal Customers,2
14649,18,5,2132.2,4,4,5,13,Champions,0
14650,224,1,62.5,1,1,1,3,Lost,1
14651,30,7,1371.77,4,5,4,13,Champions,0
14653,149,5,1498.29,2,4,4,10,At Risk,0
14654,374,1,216.62,1,1,1,3,Lost,1
14655,24,3,1174.68,4,3,4,11,Loyal Customers,0
14656,51,3,498.95,3,3,3,9,Loyal Customers,0
14657,65,2,601.97,3,3,3,9,Loyal Customers,0
14662,63,3,635.06,3,3,3,9,Loyal Customers,0
14663,66,2,490.6,3,3,3,9,Loyal Customers,3
14665,63,2,709.95,3,3,3,9,Loyal Customers,0
14667,1,31,11311.01,5,5,5,15,Champions,2
14668,81,1,111.63,2,1,1,4,Hibernating,1
14669,269,4,1947.46,1,4,5,10,At Risk,0
14670,368,1,190.47,1,1,1,3,Lost,1
14671,185,2,1073.45,1,3,4,8,At Risk,0
14672,151,2,347.59,2,3,2,7,At Risk,1
14673,3,3,1674.41,5,3,4,12,Loyal Customers,2
14674,145,1,173.66,2,1,1,4,Hibernating,1
14675,24,1,419.21999999999997,4,1,2,7,New Customers,3
14676,36,4,1236.87,4,4,4,12,Champions,0
14677,228,1,184.91,1,1,1,3,Lost,1
14678,215,1,403.39,1,1,2,4,Lost,1
14679,17,3,1252.96,4,3,4,11,Loyal Customers,0
14680,7,41,22923.64,5,5,5,15,Champions,2
14681,23,3,376.20000000000005,4,3,2,9,Loyal Customers,3
14682,64,4,1448.89,3,4,4,11,Loyal Customers,0
14683,224,1,133.76,1,1,1,3,Lost,1
14684,26,1,228.52,4,1,2,7,New Customers,3
14685,212,7,3500.02,1,5,5,11,At Risk,0
14686,50,5,852.53,3,4,3,10,Loyal Customers,0
14687,36,2,650.96,4,3,3,10,Loyal Customers,3
14688,9,8,1692.22,5,5,4,14,Champions,2
14690,28,2,422.63,4,3,2,9,Loyal Customers,3
14692,16,8,1005.69,4,5,4,13,Champions,2
14693,61,6,992.46,3,5,4,12,Loyal Customers,0
14694,253,1,229.19000000000003,1,1,2,4,Lost,1
14695,155,3,1464.14,2,3,4,9,At Risk,0
14696,9,2,648.63,5,3,3,11,Loyal Customers,3
14699,71,3,593.47,3,3,3,9,Loyal Customers,0
14700,51,2,880.96,3,3,4,10,Loyal Customers,0
14701,78,6,1961.02,2,5,5,12,At Risk,0
14702,1,13,3427.44,5,5,5,15,Champions,2
14704,60,2,258.96,3,3,2,8,Loyal Customers,1
14706,254,1,367.54,1,1,2,4,Lost,1
14708,4,2,586.23,5,3,3,11,Loyal Customers,3
14709,15,12,3965.29,5,5,5,15,Champions,2
14710,15,9,1300.31,5,5,4,14,Champions,2
14712,54,1,411.0,3,1,2,6,Potential Loyalists,3
14713,1,11,2752.51,5,5,5,15,Champions,2
14714,43,3,746.05,3,3,3,9,Loyal Customers,0
14715,156,3,794.87,2,3,3,8,At Risk,0
14716,80,1,235.77,2,1,2,5,Hibernating,1
14717,369,1,81.3,1,1,1,3,Lost,1
14718,46,1,185.62,3,1,1,5,Potential Loyalists,1
14721,15,1,109.07,5,1,1,7,New Customers,3
14722,113,2,309.1,2,3,2,7,At Risk,1
14723,7,7,927.89,5,5,4,14,Champions,2
14724,226,1,341.9,1,1,2,4,Lost,1
14725,30,3,476.92,4,3,3,10,Loyal Customers,3
14726,290,1,116.5,1,1,1,3,Lost,1
14727,182,2,168.15,1,3,1,5,At Risk,1
14728,49,1,190.58,3,1,1,5,Potential Loyalists,1
14729,9,3,586.24,5,3,3,11,Loyal Customers,3
14732,28,11,2814.58,4,5,5,14,Champions,2
14733,3,4,4945.26,5,4,5,14,Champions,2
14734,61,4,1056.42,3,4,4,11,Loyal Customers,0
14735,24,23,5717.87,4,5,5,14,Champions,2
14736,121,2,374.05,2,3,2,7,At Risk,1
14737,36,1,2238.9,4,1,5,10,New Customers,0
14738,196,2,507.45,1,3,3,7,At Risk,1
14739,3,19,4803.9,5,5,5,15,Champions,2
14740,45,8,2637.85,3,5,5,13,Loyal Customers,0
14741,8,2,497.25,5,3,3,11,Loyal Customers,3
14742,71,1,539.05,3,1,3,7,Potential Loyalists,1
14743,228,1,50.480000000000004,1,1,1,3,Lost,1
14744,44,6,1279.0,3,5,4,12,Loyal Customers,0
14745,137,7,1253.39,2,5,4,11,At Risk,0
14746,51,2,169.3,3,3,1,7,Loyal Customers,3
14748,4,7,1710.97,5,5,4,14,Champions,2
14749,115,1,205.15,2,1,1,4,Hibernating,1
14750,372,1,112.03,1,1,1,3,Lost,1
14751,320,2,126.45,1,3,1,5,At Risk,1
14753,96,1,306.36,2,1,2,5,Hibernating,1
14754,61,4,909.88,3,4,4,11,Loyal Customers,0
14755,17,14,4962.27,4,5,5,14,Champions,2
14756,18,2,1914.8,4,3,5,12,Loyal Customers,0
14758,32,3,1380.91,4,3,4,11,Loyal Customers,0
14761,80,1,192.02,2,1,1,4,Hibernating,1
14762,262,1,117.05,1,1,1,3,Lost,1
14766,2,6,3910.92,5,5,5,15,Champions,2
14767,110,1,382.81,2,1,2,5,Hibernating,1
14769,26,9,5021.29,4,5,5,14,Champions,2
14770,103,6,2761.2200000000003,2,5,5,12,At Risk,0
14771,257,2,594.62,1,3,3,7,At Risk,1
14773,228,1,140.55,1,1,1,3,Lost,1
14774,164,1,241.45000000000002,2,1,2,5,Hibernating,1
14775,8,1,359.76,5,1,2,8,New Customers,3
14776,23,4,952.3199999999999,4,4,4,12,Champions,0
14777,39,1,307.56,3,1,2,6,Potential Loyalists,3
14783,295,1,287.14,1,1,2,4,Lost,1
14784,25,1,159.94,4,1,1,6,New Customers,3
14786,186,1,90.96,1,1,1,3,Lost,1
14787,107,1,110.65,2,1,1,4,Hibernating,1
14788,232,1,476.88,1,1,3,5,Cant Lose Them,1
14790,10,6,1533.52,5,5,4,14,Champions,2
14791,242,1,303.63,1,1,2,4,Lost,1
14793,171,1,396.91,2,1,2,5,Hibernating,1
14794,38,3,633.99,3,3,3,9,Loyal Customers,0
14796,2,11,2844.89,5,5,5,15,Champions,2
14797,143,1,300.31,2,1,2,5,Hibernating,1
14798,17,5,550.5699999999999,4,4,3,11,Loyal Customers,3
14799,373,1,151.65,1,1,1,3,Lost,1
14800,5,6,2871.75,5,5,5,15,Champions,2
14802,74,2,1502.98,2,3,4,9,At Risk,0
14805,40,3,521.75,3,3,3,9,Loyal Customers,3
14806,75,1,110.04,2,1,1,4,Hibernating,1
14807,26,2,504.14,4,3,3,10,Loyal Customers,3
14809,257,2,686.76,1,3,3,7,At Risk,1
14810,5,3,446.59,5,3,2,10,Loyal Customers,3
14811,23,1,170.5,4,1,1,6,New Customers,3
14812,234,1,178.85,1,1,1,3,Lost,1
14813,5,4,888.91,5,4,4,13,Champions,3
14814,217,1,154.21,1,1,1,3,Lost,1
14817,31,5,2794.44,4,4,5,13,Champions,0
14818,94,3,495.76,2,3,3,8,At Risk,0
14819,130,2,184.34,2,3,1,6,At Risk,1
14820,16,5,698.35,4,4,3,11,Loyal Customers,0
14821,2,7,1230.15,5,5,4,14,Champions,2
14822,121,1,157.7,2,1,1,4,Hibernating,1
14824,15,6,2895.2000000000003,5,5,5,15,Champions,2
14825,4,13,2523.93,5,5,5,15,Champions,2
14826,217,2,385.2,1,3,2,6,At Risk,1
14828,24,8,1622.24,4,5,4,13,Champions,2
14829,8,4,975.13,5,4,4,13,Champions,3
14831,316,3,1610.57,1,3,4,8,At Risk,0
14832,266,1,322.69,1,1,2,4,Lost,1
14833,134,1,94.8,2,1,1,4,Hibernating,1
14834,43,1,485.86,3,1,3,7,Potential Loyalists,3
14837,78,5,1790.66,2,4,4,10,At Risk,0
14838,59,2,769.9200000000001,3,3,3,9,Loyal Customers,0
14839,54,3,768.28,3,3,3,9,Loyal Customers,0
14840,175,1,299.86,2,1,2,5,Hibernating,1
14841,10,8,3627.92,5,5,5,15,Champions,2
14843,72,1,211.8,2,1,1,4,Hibernating,1
14844,66,6,2475.46,3,5,5,13,Loyal Customers,0
14846,63,1,315.0,3,1,2,6,Potential Loyalists,1
14847,43,2,998.75,3,3,4,10,Loyal Customers,0
14848,40,1,269.76,3,1,2,6,Potential Loyalists,3
14849,9,21,7039.47,5,5,5,15,Champions,2
14850,53,6,1379.21,3,5,4,12,Loyal Customers,0
14851,266,1,272.46,1,1,2,4,Lost,1
14852,60,12,3022.86,3,5,5,13,Loyal Customers,2
14853,59,3,880.91,3,3,4,10,Loyal Customers,0
14854,26,4,1528.95,4,4,4,12,Champions,0
14855,110,5,4178.65,2,4,5,11,At Risk,0
14857,78,5,2450.891,2,4,5,11,At Risk,0
14858,141,1,180.75,2,1,1,4,Hibernating,1
14859,190,1,186.9,1,1,1,3,Lost,1
14861,16,9,1200.22,4,5,4,13,Champions,2
14865,8,1,28.08,5,1,1,7,New Customers,3
14866,40,7,853.16,3,5,3,11,Loyal Customers,0
14867,31,13,2241.78,4,5,5,14,Champions,2
14868,16,4,1230.42,4,4,4,12,Champions,0
14869,24,4,1984.21,4,4,5,13,Champions,0
14870,49,5,1511.7,3,4,4,11,Loyal Customers,0
14871,129,5,726.89,2,4,3,9,At Risk,0
14872,119,3,783.48,2,3,3,8,At Risk,0
14873,269,1,334.45,1,1,2,4,Lost,1
14874,171,1,74.58000000000001,2,1,1,4,Hibernating,1
14875,77,1,1117.96,2,1,4,7,Cant Lose Them,0
14876,157,2,256.7,2,3,2,7,At Risk,1
14877,54,2,425.85,3,3,2,8,Loyal Customers,3
14878,12,14,2229.01,5,5,5,15,Champions,2
14879,320,1,185.06,1,1,1,3,Lost,1
14882,26,10,1663.35,4,5,4,13,Champions,2
14884,305,1,120.6,1,1,1,3,Lost,1
14885,63,2,444.0,3,3,2,8,Loyal Customers,3
14890,254,2,691.6,1,3,3,7,At Risk,1
14891,52,2,552.35,3,3,3,9,Loyal Customers,3
14892,326,1,202.35000000000002,1,1,1,3,Lost,1
14893,253,1,571.76,1,1,3,5,Cant Lose Them,1
14894,79,2,796.26,2,3,3,8,At Risk,0
14895,19,18,12482.89,4,5,5,14,Champions,2
14896,1,7,1614.45,5,5,4,14,Champions,2
14897,45,4,1755.92,3,4,4,11,Loyal Customers,0
14898,7,9,2032.34,5,5,5,15,Champions,2
14899,31,1,1290.58,4,1,4,9,New Customers,3
14901,2,5,860.11,5,4,3,12,Loyal Customers,2
14902,31,2,662.16,4,3,3,10,Loyal Customers,3
14904,44,2,543.85,3,3,3,9,Loyal Customers,3
14905,10,6,1355.24,5,5,4,14,Champions,2
14906,81,1,68.44,2,1,1,4,Hibernating,1
14907,3,10,2664.69,5,5,5,15,Champions,2
14908,99,1,104.10000000000001,2,1,1,4,Hibernating,1
14909,73,3,1404.68,2,3,4,9,At Risk,0
14911,1,205,136370.26,5,5,5,15,Champions,2
14912,37,4,582.8,3,4,3,10,Loyal Customers,0
14913,24,4,2764.58,4,4,5,13,Champions,0
14915,11,9,1503.77,5,5,4,14,Champions,2
14916,67,3,1092.19,3,3,4,10,Loyal Customers,0
14917,232,2,704.83,1,3,3,7,At Risk,1
14918,40,7,3438.94,3,5,5,13,Loyal Customers,0
14919,175,1,359.35,2,1,2,5,Hibernating,1
14920,201,1,629.4,1,1,3,5,Cant Lose Them,1
14922,29,2,843.74,4,3,3,10,Loyal Customers,3
14924,246,2,620.96,1,3,3,7,At Risk,1
14926,234,1,81.0,1,1,1,3,Lost,1
14927,32,1,308.2,4,1,2,7,New Customers,3
14928,263,1,223.91000000000003,1,1,1,3,Lost,1
14929,57,1,592.65,3,1,3,7,Potential Loyalists,3
14930,106,3,2873.77,2,3,5,10,At Risk,0
14932,1,2,666.13,5,3,3,11,Loyal Customers,3
14934,14,3,1587.3600000000001,5,3,4,12,Loyal Customers,0
14936,26,4,3861.71,4,4,5,13,Champions,0
14938,198,2,1688.21,1,3,4,8,At Risk,0
14940,53,2,531.49,3,3,3,9,Loyal Customers,3
14941,214,1,182.1,1,1,1,3,Lost,1
14942,37,4,583.36,3,4,3,10,Loyal Customers,0
14943,299,1,107.62,1,1,1,3,Lost,1
14944,25,7,3709.2200000000003,4,5,5,14,Champions,2
14945,49,1,179.4,3,1,1,5,Potential Loyalists,1
14947,24,4,758.97,4,4,3,11,Loyal Customers,0
14949,105,4,515.0,2,4,3,9,At Risk,0
14952,32,21,7572.9800000000005,4,5,5,14,Champions,2
14953,54,3,660.45,3,3,3,9,Loyal Customers,0
14954,339,1,167.27,1,1,1,3,Lost,1
14955,368,1,163.77,1,1,1,3,Lost,1
14957,280,1,203.2,1,1,1,3,Lost,1
14958,231,3,458.26,1,3,3,7,At Risk,1
14961,15,13,8594.07,5,5,5,15,Champions,2
14962,175,3,240.21000000000004,2,3,2,7,At Risk,1
14963,15,7,1638.63,5,5,4,14,Champions,2
14966,23,5,715.12,4,4,3,11,Loyal Customers,0
14967,77,4,681.8100000000001,2,4,3,9,At Risk,0
14968,94,1,353.65,2,1,2,5,Hibernating,1
14969,339,1,680.15,1,1,3,5,Cant Lose Them,1
14970,45,8,3327.29,3,5,5,13,Loyal Customers,0
14972,17,1,30.300000000000004,4,1,1,6,New Customers,3
14975,57,1,192.45,3,1,1,5,Potential Loyalists,1
14977,361,1,31.93,1,1,1,3,Lost,1
14978,66,5,1190.82,3,4,4,11,Loyal Customers,0
14979,371,1,429.66,1,1,2,4,Lost,1
14980,373,1,150.68,1,1,1,3,Lost,1
14981,59,1,270.8,3,1,2,6,Potential Loyalists,1
14982,208,1,237.78,1,1,2,4,Lost,1
14983,325,1,183.20000000000002,1,1,1,3,Lost,1
14984,187,3,509.5,1,3,3,7,At Risk,1
14986,12,2,563.1,5,3,3,11,Loyal Customers,3
14987,1,6,454.15,5,5,3,13,Loyal Customers,2
14988,16,6,1681.43,4,5,4,13,Champions,2
14989,297,1,342.4,1,1,2,4,Lost,1
14990,248,2,304.17,1,3,2,6,At Risk,1
14991,66,1,299.55,3,1,2,6,Potential Loyalists,1
14992,78,1,210.5,2,1,1,4,Hibernating,1
14993,199,1,36.13,1,1,1,3,Lost,1
14994,18,5,946.72,4,4,4,12,Champions,0
14996,117,2,442.28999999999996,2,3,2,7,At Risk,1
14997,291,1,217.79999999999998,1,1,1,3,Lost,1
14998,64,2,338.31,3,3,2,8,Loyal Customers,3
14999,228,1,129.48000000000002,1,1,1,3,Lost,1
15001,30,2,199.10999999999999,4,3,1,8,Loyal Customers,3
15002,3,6,3055.37,5,5,5,15,Champions,2
15003,109,6,1027.03,2,5,4,11,At Risk,0
15005,2,29,7681.71,5,5,5,15,Champions,2
15006,89,1,277.4,2,1,2,5,Hibernating,1
15011,31,2,375.8,4,3,2,9,Loyal Customers,3
15012,9,2,429.78,5,3,2,10,Loyal Customers,3
15013,123,10,1530.9,2,5,4,11,At Risk,0
15015,137,13,2344.89,2,5,5,12,At Risk,0
15016,29,4,450.85,4,4,3,11,Loyal Customers,3
15018,3,1,111.25,5,1,1,7,New Customers,3
15020,15,1,198.47,5,1,1,7,New Customers,3
15021,2,4,826.91,5,4,3,12,Loyal Customers,3
15022,313,1,281.05,1,1,2,4,Lost,1
15023,5,10,5190.9,5,5,5,15,Champions,2
15024,3,8,2414.18,5,5,5,15,Champions,2
15025,204,1,617.83,1,1,3,5,Cant Lose Them,1
15026,11,2,579.89,5,3,3,11,Loyal Customers,3
15027,36,5,1168.61,4,4,4,12,Champions,0
15028,4,3,507.86,5,3,3,11,Loyal Customers,3
15029,255,1,314.7,1,1,2,4,Lost,1
15030,16,5,741.63,4,4,3,11,Loyal Customers,0
15031,30,10,2449.75,4,5,5,14,Champions,2
15032,2,5,406.55,5,4,2,11,Loyal Customers,3
15034,22,6,3354.9900000000002,4,5,5,14,Champions,2
15037,12,2,397.76,5,3,2,10,Loyal Customers,3
15038,5,4,579.67,5,4,3,12,Loyal Customers,3
15039,4,47,16876.3,5,5,5,15,Champions,2
15040,177,1,7.49,2,1,1,4,Hibernating,1
15041,80,1,109.47,2,1,1,4,Hibernating,1
15042,231,1,26.88,1,1,1,3,Lost,1
15043,99,5,1673.32,2,4,4,10,At Risk,0
15044,15,18,8329.42,5,5,5,15,Champions,2
15046,61,10,2369.69,3,5,5,13,Loyal Customers,0
15048,4,1,98.7,5,1,1,7,New Customers,3
15050,57,2,1679.75,3,3,4,10,Loyal Customers,0
15051,15,6,2215.35,5,5,5,15,Champions,2
15055,110,3,549.12,2,3,3,8,At Risk,0
15056,156,1,113.65,2,1,1,4,Hibernating,1
15057,79,3,1517.3400000000001,2,3,4,9,At Risk,0
15058,12,5,1285.04,5,4,4,13,Champions,2
15059,12,10,2141.96,5,5,5,15,Champions,2
15061,3,48,12647.59,5,5,5,15,Champions,2
15062,59,4,1559.76,3,4,4,11,Loyal Customers,0
15064,46,4,1234.25,3,4,4,11,Loyal Customers,0
15065,46,1,168.73,3,1,1,5,Potential Loyalists,1
15067,49,2,2037.48,3,3,5,11,Loyal Customers,0
15068,54,2,621.54,3,3,3,9,Loyal Customers,3
15070,8,3,737.0500000000001,5,3,3,11,Loyal Customers,3
15071,22,2,473.49,4,3,3,10,Loyal Customers,3
15072,115,1,187.52,2,1,1,4,Hibernating,1
15073,36,5,1718.21,4,4,4,12,Champions,0
15074,65,2,653.3,3,3,3,9,Loyal Customers,0
15076,128,2,566.89,2,3,3,8,At Risk,1
15077,130,2,1240.0800000000002,2,3,4,9,At Risk,0
15078,4,23,7928.91,5,5,5,15,Champions,2
15079,1,7,2147.54,5,5,5,15,Champions,2
15080,63,2,546.25,3,3,3,9,Loyal Customers,3
15081,3,8,1460.92,5,5,4,14,Champions,2
15082,304,1,93.35000000000001,1,1,1,3,Lost,1
15084,15,2,719.1999999999999,5,3,3,11,Loyal Customers,3
15085,365,1,347.54,1,1,2,4,Lost,1
15086,200,2,218.53,1,3,1,5,At Risk,1
15091,310,2,565.9,1,3,3,7,At Risk,1
15092,98,1,318.65,2,1,2,5,Hibernating,1
15093,8,18,5981.85,5,5,5,15,Champions,2
15094,99,2,83.0,2,3,1,6,At Risk,1
15095,56,6,1211.84,3,5,4,12,Loyal Customers,0
15097,219,2,338.97,1,3,2,6,At Risk,1
15100,2,6,2018.6999999999998,5,5,5,15,Champions,2
15101,151,4,1151.29,2,4,4,10,At Risk,0
15102,166,2,534.51,2,3,3,8,At Risk,1
15105,66,2,754.22,3,3,3,9,Loyal Customers,0
15107,8,4,620.85,5,4,3,12,Loyal Customers,3
15109,215,2,498.15000000000003,1,3,3,7,At Risk,1
15110,39,2,509.75,3,3,3,9,Loyal Customers,3
15111,8,3,1132.19,5,3,4,12,Loyal Customers,3
15112,247,1,209.4,1,1,1,3,Lost,1
15114,19,2,625.64,4,3,3,10,Loyal Customers,3
15115,368,1,191.74,1,1,1,3,Lost,1
15117,84,3,746.35,2,3,3,8,At Risk,0
15122,58,8,2853.4900000000002,3,5,5,13,Loyal Customers,0
15123,57,3,1940.26,3,3,5,11,Loyal Customers,0
15124,112,2,232.55,2,3,2,7,At Risk,1
15125,115,9,4333.41,2,5,5,12,At Risk,0
15126,172,2,449.49,2,3,3,8,At Risk,1
15127,155,1,304.97,2,1,2,5,Hibernating,1
15128,66,1,271.88,3,1,2,6,Potential Loyalists,1
15129,21,12,2949.58,4,5,5,14,Champions,2
15131,30,1,80.28,4,1,1,6,New Customers,3
15133,18,2,824.48,4,3,3,10,Loyal Customers,3
15134,17,2,208.3,4,3,1,8,Loyal Customers,3
15135,192,1,166.63,1,1,1,3,Lost,1
15137,156,2,797.0,2,3,3,8,At Risk,0
15138,29,1,484.28000000000003,4,1,3,8,New Customers,3
15140,78,1,810.24,2,1,3,6,Cant Lose Them,1
15141,93,7,1280.95,2,5,4,11,At Risk,0
15142,46,5,1931.1000000000001,3,4,5,12,Loyal Customers,0
15143,68,1,304.18,3,1,2,6,Potential Loyalists,1
15144,15,12,5086.91,5,5,5,15,Champions,2
15149,212,4,1033.81,1,4,4,9,At Risk,0
15150,92,3,3560.73,2,3,5,10,At Risk,0
15151,59,2,2059.21,3,3,5,11,Loyal Customers,0
15152,337,1,518.14,1,1,3,5,Cant Lose Them,1
15154,114,2,1089.44,2,3,4,9,At Risk,0
15155,19,1,383.96999999999997,4,1,2,7,New Customers,3
15157,205,2,372.04,1,3,2,6,At Risk,1
15158,37,1,204.62,3,1,1,5,Potential Loyalists,3
15159,31,4,2899.72,4,4,5,13,Champions,0
15160,10,3,431.11,5,3,2,10,Loyal Customers,3
15161,24,1,119.92,4,1,1,6,New Customers,3
15162,367,1,312.9,1,1,2,4,Lost,1
15164,25,6,1203.53,4,5,4,13,Champions,0
15165,9,1,487.75,5,1,3,9,New Customers,3
15166,103,1,167.16,2,1,1,4,Hibernating,1
15167,43,4,1351.82,3,4,4,11,Loyal Customers,0
15169,18,2,528.42,4,3,3,10,Loyal Customers,3
15170,42,1,81.15,3,1,1,5,Potential Loyalists,1
15173,16,7,1484.52,4,5,4,13,Champions,2
15174,46,1,345.71,3,1,2,6,Potential Loyalists,3
15176,303,1,988.0400000000001,1,1,4,6,Cant Lose Them,1
15177,61,1,653.25,3,1,3,7,Potential Loyalists,3
15179,28,8,4671.37,4,5,5,14,Champions,2
15180,3,3,789.09,5,3,3,11,Loyal Customers,3
15181,56,1,168.0,3,1,1,5,Potential Loyalists,1
15182,21,9,2133.702,4,5,5,14,Champions,2
15183,183,3,639.93,1,3,3,7,At Risk,0
15184,23,2,283.19,4,3,2,9,Loyal Customers,3
15186,110,3,831.47,2,3,3,8,At Risk,0
15188,361,1,310.43,1,1,2,4,Lost,1
15189,17,5,589.07,4,4,3,11,Loyal Customers,0
15190,70,1,781.04,3,1,3,7,Potential Loyalists,3
